DC Number,Offense Date,Offense,Sentence Date,County,Case No.,Prison Sentence Length
M16321,10/01/1994,CONS.TO VIO.RACKTEERING LAW(CONSPIRACY TO COMMIT),07/17/1998,MIAMI-DADE,9517381,30Y 0M 0D
M16321,10/01/1994,ACQUIRE PROP. F/RACKETEERING,07/17/1998,MIAMI-DADE,9517381,30Y 0M 0D
M16321,05/24/1995,KIDNAP;COMM.OR FAC.FELONY,07/17/1998,MIAMI-DADE,9517381,SENTENCED TO LIFE
M16321,05/24/1995,KIDNAP;COMM.OR FAC.FELONY,07/17/1998,MIAMI-DADE,9517381,SENTENCED TO LIFE
M16321,05/20/1995,EXTORTION(ATTEMPTED),07/17/1998,MIAMI-DADE,9517381,5Y 0M 0D
M16321,05/20/1995,GRAND THEFT MOTOR VEHICLE,07/17/1998,MIAMI-DADE,9517381,5Y 0M 0D
M16321,11/15/1994,"1ST DEG MUR,COM.OF FELONY(ATTEMPTED)",07/17/1998,MIAMI-DADE,9517381,SENTENCED TO LIFE
M16321,11/15/1994,KIDNAP;HOLD RANSOM OR HOST.,07/17/1998,MIAMI-DADE,9517381,SENTENCED TO LIFE
M16321,11/15/1994,ROBB. GUN OR DEADLY WPN,07/17/1998,MIAMI-DADE,9517381,SENTENCED TO LIFE
M16321,11/15/1994,BURG/DWELL/OCCUP.CONVEY,07/17/1998,MIAMI-DADE,9517381,15Y 0M 0D
M16321,11/15/1995,"GRAND THEFT O/20,000 L/$100,00",07/17/1998,MIAMI-DADE,9517381,15Y 0M 0D
M16321,11/15/1994,GRAND THEFT MOTOR VEHICLE,07/17/1998,MIAMI-DADE,9517381,5Y 0M 0D
M16321,11/15/1994,SELL/EXCHG ILLEGAL LIC PLATE,07/17/1998,MIAMI-DADE,9517381,5Y 0M 0D
M16321,12/14/1995,ARSON WILLFUL DAMA.DWELLING,07/17/1998,MIAMI-DADE,9517381,30Y 0M 0D
M16321,11/15/1994,EXTORTION,07/17/1998,MIAMI-DADE,9517381,30Y 0M 0D
M16321,11/15/1994,TRANS PROC/UNLAWFUL ACTIVITY,07/17/1998,MIAMI-DADE,9517381,15Y 0M 0D
M16321,11/15/1994,TRANS PROC/UNLAWFUL ACTIVITY,07/17/1998,MIAMI-DADE,9517381,15Y 0M 0D
M16321,11/15/1994,TRANS PROC/UNLAWFUL ACTIVITY,07/17/1998,MIAMI-DADE,9517381,15Y 0M 0D
M16321,11/15/1994,TRANS PROC/UNLAWFUL ACTIVITY,07/17/1998,MIAMI-DADE,9517381,15Y 0M 0D
M16321,11/15/1994,TRANS PROC/UNLAWFUL ACTIVITY,07/17/1998,MIAMI-DADE,9517381,15Y 0M 0D
M16321,11/15/1994,TRANS PROC/UNLAWFUL ACTIVITY,07/17/1998,MIAMI-DADE,9517381,15Y 0M 0D
M16321,11/15/1994,TRANS PROC/UNLAWFUL ACTIVITY,07/17/1998,MIAMI-DADE,9517381,15Y 0M 0D
M16321,11/15/1994,TRANS PROC/UNLAWFUL ACTIVITY,07/17/1998,MIAMI-DADE,9517381,15Y 0M 0D
M16321,11/15/1994,TRANS PROC/UNLAWFUL ACTIVITY,07/17/1998,MIAMI-DADE,9517381,15Y 0M 0D
M16321,11/23/1994,FORGERY/UTTERING,07/17/1998,MIAMI-DADE,9517381,5Y 0M 0D
M16321,11/23/1994,UTTER FORGED INSTRUMENT,07/17/1998,MIAMI-DADE,9517381,5Y 0M 0D
M16321,11/23/1994,FORGERY/UTTERING,07/17/1998,MIAMI-DADE,9517381,5Y 0M 0D
M16321,11/23/1994,UTTER FORGED INSTRUMENT,07/17/1998,MIAMI-DADE,9517381,5Y 0M 0D
M16321,12/07/1994,FORGERY/UTTERING,07/17/1998,MIAMI-DADE,9517381,5Y 0M 0D
M16321,12/07/1994,UTTER FORGED INSTRUMENT,07/17/1998,MIAMI-DADE,9517381,5Y 0M 0D
M16321,12/07/1994,FORGERY/UTTERING,07/17/1998,MIAMI-DADE,9517381,5Y 0M 0D
M16321,12/07/1994,UTTER FORGED INSTRUMENT,07/17/1998,MIAMI-DADE,9517381,5Y 0M 0D
M16321,12/07/1994,FORGERY/UTTERING,07/17/1998,MIAMI-DADE,9517381,5Y 0M 0D
M16321,12/07/1994,UTTER FORGED INSTRUMENT,07/17/1998,MIAMI-DADE,9517381,5Y 0M 0D
M16321,12/07/1994,FORGERY/UTTERING,07/17/1998,MIAMI-DADE,9517381,5Y 0M 0D
M16321,12/07/1994,UTTER FORGED INSTRUMENT,07/17/1998,MIAMI-DADE,9517381,5Y 0M 0D
M16321,01/01/1995,ROBB. GUN OR DEADLY WPN(CONSPIRACY TO COMMIT),07/17/1998,MIAMI-DADE,9517381,15Y 0M 0D
668630,02/23/1993,1ST DG MUR/PREMED. OR ATT.,10/15/1998,BROWARD,9303648,
668630,02/23/1993,1ST DG MUR/PREMED. OR ATT.,10/15/1998,BROWARD,9303648,
668630,02/23/1993,1ST DG MUR/PREMED. OR ATT.(ATTEMPTED),10/15/1998,BROWARD,9303648,SENTENCED TO LIFE
668630,02/23/1993,1ST DG MUR/PREMED. OR ATT.(ATTEMPTED),10/15/1998,BROWARD,9303648,SENTENCED TO LIFE
668630,02/23/1993,"BURGLARY,ARMED W/EXP. OR WEAPO",10/15/1998,BROWARD,9303648,SENTENCED TO LIFE
668630,02/23/1993,ROBB. GUN OR DEADLY WPN,10/15/1998,BROWARD,9303648,SENTENCED TO LIFE
W08567,07/24/1997,ROBB. GUN OR DEADLY WPN,10/23/1998,PALM BEACH,9708545,SENTENCED TO LIFE
W08567,07/24/1997,ROBB. GUN OR DEADLY WPN,10/23/1998,PALM BEACH,9708545,SENTENCED TO LIFE
W08567,07/24/1997,BURGLARY ASSAULT ANY PERSON,10/23/1998,PALM BEACH,9708545,SENTENCED TO LIFE
W08567,07/24/1997,GRAND THEFT MOTOR VEHICLE,10/23/1998,PALM BEACH,9708545,5Y 0M 0D
W08567,07/24/1997,1ST DG MUR/PREMED. OR ATT.,11/10/1998,PALM BEACH,9708545,DEATH SENTENCE
W08567,07/24/1997,1ST DG MUR/PREMED. OR ATT.,11/10/1998,PALM BEACH,9708545,DEATH SENTENCE
H06832,12/31/1996,1ST DG MUR/PREMED. OR ATT.,01/26/1999,POLK,9700047,SENTENCED TO LIFE
H06832,12/31/1996,1ST DG MUR/PREMED. OR ATT.,01/26/1999,POLK,9700047,
H06832,12/31/1996,ROBB. WPN-NOT DEADLY,01/26/1999,POLK,9700047,SENTENCED TO LIFE
H06832,12/31/1996,"BURGLARY,ARMED W/EXP. OR WEAPO",01/26/1999,POLK,9700047,SENTENCED TO LIFE
124607,04/13/1996,1ST DG MUR/PREMED. OR ATT.,02/26/1999,MIAMI-DADE,9613558,
124607,04/13/1996,1ST DG MUR/PREMED. OR ATT.,02/26/1999,MIAMI-DADE,9613558,
124607,04/13/1996,"BURGLARY,ARMED W/EXP. OR WEAPO",02/26/1999,MIAMI-DADE,9613558,SENTENCED TO LIFE
124607,04/11/1996,MISDEMEANOR,02/26/1999,MIAMI-DADE,9613558,1Y 0M 0D
X18736,08/20/1993,1ST DG MUR/PREMED. OR ATT.,01/22/1999,ORANGE,9309667,DEATH SENTENCE
X18736,08/20/1993,ROBB. GUN OR DEADLY WPN,01/22/1999,ORANGE,9309667,SENTENCED TO LIFE
550026,09/01/1994,1ST DG MUR/PREMED. OR ATT.,04/30/1999,POLK,9403961,DEATH SENTENCE
550026,09/01/1994,"BURGLARY,ARMED W/EXP. OR WEAPO",04/13/1999,POLK,9403961,SENTENCED TO LIFE
550026,09/01/1994,ROBB. GUN OR DEADLY WPN,04/13/1999,POLK,9403961,SENTENCED TO LIFE
763722,04/06/1997,1ST DG MUR/PREMED. OR ATT.,06/03/1999,CHARLOTTE,9700351,DEATH SENTENCE
763722,04/06/1997,1ST DG MUR/PREMED. OR ATT.,06/03/1999,CHARLOTTE,9700351,DEATH SENTENCE
763722,04/06/1997,SEX BAT/ WPN. OR FORCE,06/03/1999,CHARLOTTE,9700351,19Y 9M 15D
763722,04/06/1997,CHILD ABUSE-INJ/NEGLECT,06/03/1999,CHARLOTTE,9700351,5Y 0M 0D
572349,03/23/1991,1ST DG MUR/PREMED. OR ATT.,06/16/1999,INDIAN RIVER,9700754,
911193,08/22/1991,1ST DG MUR/PREMED. OR ATT.,03/18/1999,MONROE,9630167,DEATH SENTENCE
911193,08/22/1991,1ST DG MUR/PREMED. OR ATT.,03/18/1999,MONROE,9630167,DEATH SENTENCE
911193,08/22/1991,"HOMICIDE,KILL UNBORN CHLD",03/18/1999,MONROE,9630167,15Y 0M 0D
911193,08/22/1991,BURGLARY ASSAULT ANY PERSON,03/18/1999,MONROE,9630167,SENTENCED TO LIFE
911193,08/22/1991,SEX BAT/ WPN. OR FORCE,03/18/1999,MONROE,9630167,SENTENCED TO LIFE
911193,10/05/1996,"BURGLARY,ARMED W/EXP. OR WEAPO",02/22/2001,MONROE,9600292,SENTENCED TO LIFE
911193,10/05/1996,BURGLARY TOOLS-POSSESS,02/22/2001,MONROE,9600292,10Y 0M 0D
911193,10/05/1996,CARRYING CONCEALED FIREARM,02/22/2001,MONROE,9600292,10Y 0M 0D
124639,05/28/1996,1ST DG MUR/PREMED. OR ATT.,06/25/1999,HILLSBOROUGH,9608093,DEATH SENTENCE
124639,05/12/1996,1ST DG MUR/PREMED. OR ATT.,06/25/1999,HILLSBOROUGH,9608093,DEATH SENTENCE
059121,03/06/1997,ROBB. WPN-NOT DEADLY,12/15/1998,ORANGE,9709394,SENTENCED TO LIFE
059121,03/06/1997,ROBB. WPN-NOT DEADLY,12/15/1998,ORANGE,9709394,SENTENCED TO LIFE
059121,03/06/1997,ROBB. WPN-NOT DEADLY,12/15/1998,ORANGE,9709394,SENTENCED TO LIFE
059121,07/12/1995,"GRAND THEFT,300 L/5,000",04/27/1999,ORANGE,9509486,2Y 0M 0D
059121,04/01/1997,ROBB. GUN OR DEADLY WPN,04/27/1999,ORANGE,9712080,SENTENCED TO LIFE
059121,04/01/1997,ROBB. GUN OR DEADLY WPN,04/27/1999,ORANGE,9712080,SENTENCED TO LIFE
059121,04/01/1997,ROBB. GUN OR DEADLY WPN,04/27/1999,ORANGE,9712080,SENTENCED TO LIFE
059121,04/01/1997,ROBB. GUN OR DEADLY WPN,04/27/1999,ORANGE,9712080,SENTENCED TO LIFE
059121,04/01/1997,AGG ASSLT-W/WPN NO INTENT TO K,04/27/1999,ORANGE,9712080,5Y 0M 0D
059121,11/24/1995,ROBB. WPN-NOT DEADLY,09/05/2000,BREVARD,9731870,30Y 0M 0D
059121,01/17/1996,ROBB. WPN-NOT DEADLY,09/05/2000,BREVARD,9801014,30Y 0M 0D
059121,02/21/1997,ROBB. WPN-NOT DEADLY,09/05/2000,BREVARD,9726795,30Y 0M 0D
059121,06/12/1997,ROBB. WPN-NOT DEADLY,09/05/2000,BREVARD,9726796,30Y 0M 0D
059121,04/09/1997,RESISTING OFFICER W/VIOLEN.,09/05/2000,BREVARD,9708756,12Y 9M 18D
059121,04/09/1997,BATT.LEO/FIRFGT/EMS/ETC.,09/05/2000,BREVARD,9708756,12Y 9M 18D
059121,06/09/1997,1ST DG MUR/PREMED. OR ATT.,09/19/2002,ORANGE,9807190,
059121,06/09/1997,CARJACK W/O FA/DEAD WEAP,09/19/2002,ORANGE,9807190,30Y 0M 0D
059121,06/09/1997,KIDNAP;COMM.OR FAC.FELONY,09/19/2002,ORANGE,9807190,SENTENCED TO LIFE
J12116,12/29/1997,1ST DG MUR/PREMED. OR ATT.,10/07/1999,CLAY,9701547,
J12116,12/29/1997,ROBB. GUN OR DEADLY WPN,10/07/1999,CLAY,9701547,SENTENCED TO LIFE
Y02046,01/27/1997,1ST DG MUR/PREMED. OR ATT.,12/10/1999,CHARLOTTE,9700166,DEATH SENTENCE
Y02046,01/27/1997,KIDNAP;COMM.OR FAC.FELONY,12/10/1999,CHARLOTTE,9700166,6Y 8M 0D
567668,07/27/1997,1ST DG MUR/PREMED. OR ATT.,02/18/2000,WAKULLA,9700214,
567668,07/27/1997,1ST DG MUR/PREMED. OR ATT.,02/18/2000,WAKULLA,9700214,
567668,07/27/1997,"BURGLARY,ARMED W/EXP. OR WEAPO",02/18/2000,WAKULLA,9700214,SENTENCED TO LIFE
567668,07/27/1997,ROBB. GUN OR DEADLY WPN,02/18/2000,WAKULLA,9700214,SENTENCED TO LIFE
567668,07/27/1997,ARSON WILLFUL DAMA.DWELLING,02/18/2000,VOLUSIA,9700214,30Y 0M 0D
567668,07/27/1997,THREATENS TO USE ANY FIREARM,02/18/2000,WAKULLA,9700214,15Y 0M 0D
567668,03/17/1995,BURG/DWELL/OCCUP.CONVEY(ATTEMPTED),02/18/2000,WAKULLA,9500052,5Y 0M 0D
567668,04/12/1995,BURG/DWELL/OCCUP.CONVEY,02/18/2000,WAKULLA,9500070,5Y 0M 0D
567668,04/12/1995,"GRAND THEFT,300 L/5,000",02/18/2000,WAKULLA,9500070,5Y 0M 0D
567668,07/16/1995,BURGUNOCCSTRUC/CV OR ATT.,02/18/2000,WAKULLA,9500113,5Y 0M 0D
567668,07/27/1997,AGG BATTERY INTENDED HARM,01/05/2000,VOLUSIA,9735036,7Y 6M 6D
N00676,07/27/1997,1ST DG MUR/PREMED. OR ATT.,02/18/2000,WAKULLA,9700215,
N00676,07/27/1997,1ST DG MUR/PREMED. OR ATT.,02/18/2000,WAKULLA,9700215,
N00676,07/27/1997,"BURGLARY,ARMED W/EXP. OR WEAPO",02/18/2000,WAKULLA,9700215,SENTENCED TO LIFE
N00676,07/27/1997,ROBB. GUN OR DEADLY WPN,02/18/2000,WAKULLA,9700215,SENTENCED TO LIFE
N00676,07/27/1997,ARSON WILLFUL DAMA.DWELLING,02/18/2000,WAKULLA,9700215,30Y 0M 0D
N00676,07/27/1997,THREATENS TO USE ANY FIREARM,02/18/2000,WAKULLA,9700215,15Y 0M 0D
N00676,02/22/1996,FORGERY/UTTERING,02/18/2000,WAKULLA,9600629,5Y 0M 0D
N00676,02/22/1996,UTTER FORGED INSTRUMENT,02/18/2000,WAKULLA,9600629,5Y 0M 0D
N00676,02/22/1996,"GRAND THEFT,300 L/5,000",02/18/2000,WAKULLA,9600629,5Y 0M 0D
N00676,07/27/1997,AGG BATTERY/W/DEADLY WEAPON,07/08/1999,VOLUSIA,9734300,3Y 9M 0D
N00676,07/27/1997,CARRYING CONCEALED FIREARM,07/08/1999,VOLUSIA,9734300,3Y 9M 0D
N00676,07/27/1997,FLEE/ATT.ELUDE LEO/HI SD.,07/08/1999,VOLUSIA,9734300,3Y 9M 0D
664697,03/14/1994,SEX BAT BY ADULT/VCTM LT 12,11/19/1999,BROWARD,9404445,11Y 6M 0D
664697,03/14/1994,KIDNAP V<13/AGG.CHLD ABUSE,11/19/1999,BROWARD,9404445,11Y 6M 0D
664697,12/31/1995,SEX BAT BY ADULT/VCTM LT 12(ATTEMPTED),11/19/1999,BROWARD,9621025,SENTENCED TO LIFE
664697,12/31/1995,"L/L, INDEC.ASLT CHILD U/16",11/19/1999,BROWARD,9621025,30Y 9M 19D
664697,12/31/1995,LEWD ASLT/SEX BAT VCTM<16,11/19/1999,BROWARD,9621025,30Y 9M 19D
664697,12/31/1995,AGGRAVATED CHILD ABUSE,11/19/1999,BROWARD,9621025,30Y 9M 19D
664697,11/04/1996,1ST DG MUR/PREMED. OR ATT.,03/13/2000,BROWARD,9621248,
664697,11/04/1996,1ST DG MUR/PREMED. OR ATT.,03/13/2000,BROWARD,9621248,
664697,11/04/1996,SEX BAT BY ADULT/VCTM LT 12,03/13/2000,BROWARD,9621248,SENTENCED TO LIFE
664697,11/04/1996,SEX BAT BY ADULT/VCTM LT 12,03/13/2000,BROWARD,9621248,SENTENCED TO LIFE
664697,11/04/1996,KIDNAP V<13/AGG.CHLD ABUSE,03/13/2000,BROWARD,9621248,15Y 0M 0D
664697,11/04/1996,KIDNAP V<13/AGG.CHLD ABUSE,03/13/2000,BROWARD,9621248,15Y 0M 0D
664697,11/04/1996,AGGRAVATED CHILD ABUSE,03/13/2000,BROWARD,9621248,15Y 0M 0D
664697,11/04/1996,AGGRAVATED CHILD ABUSE,03/13/2000,BROWARD,9621248,15Y 0M 0D
535168,11/16/1997,BURGLARY ASSAULT ANY PERSON,03/17/2000,POLK,9706806,SENTENCED TO LIFE
535168,11/16/1997,GRAND THEFT MOTOR VEHICLE,03/17/2000,POLK,9706806,15Y 0M 0D
535168,11/16/1997,KIDNAP;COMM.OR FAC.FELONY,03/17/2000,POLK,9706806,SENTENCED TO LIFE
535168,11/16/1997,"1ST DEG MUR,COM.OF FELONY",03/17/2000,POLK,9706806,
535168,06/17/1994,BURGUNOCCSTRUC/CV OR ATT.(ATTEMPTED),03/17/2000,HIGHLANDS,9400786,5Y 0M 0D
535168,06/16/1994,BURG/DWELL/OCCUP.CONVEY,03/17/2000,HIGHLANDS,9400787,5Y 0M 0D
535168,01/11/1995,BURG/DWELL/OCCUP.CONVEY,03/17/2000,HIGHLANDS,9500044,5Y 0M 0D
535168,01/11/1995,ESCAPE,03/17/2000,HIGHLANDS,9500044,5Y 0M 0D
535168,01/11/1995,BURG/DWELL/OCCUP.CONVEY,03/17/2000,HIGHLANDS,9500066,5Y 0M 0D
535168,11/16/1997,BURGLARY ASSAULT ANY PERSON,03/17/2000,HIGHLANDS,9700813,SENTENCED TO LIFE
535168,11/16/1997,SEX BAT/ WPN. OR FORCE,03/17/2000,HIGHLANDS,9700813,SENTENCED TO LIFE
V02093,11/04/1992,1ST DG MUR/PREMED. OR ATT.,11/07/1996,VOLUSIA,9234756,DEATH SENTENCE
V02093,11/04/1992,ROBB. GUN OR DEADLY WPN,11/13/1996,VOLUSIA,9234756,17Y 0M 0D
V02093,11/04/1992,"BURGLARY,ARMED W/EXP. OR WEAPO",11/13/1996,VOLUSIA,9234756,17Y 0M 0D
347463,09/21/1997,"HOMICIDE,MANSL.CUL.NEGLI",10/01/1999,LEON,9703500,13Y 0M 0D
347463,09/21/1997,SHOOT/THROW MISSILE-BLDG/VEH.,10/01/1999,LEON,9703500,13Y 0M 0D
347463,11/14/1997,1ST DG MUR/PREMED. OR ATT.,06/23/2000,MARTIN,9701672,DEATH SENTENCE
347463,11/14/1997,ROBB. GUN OR DEADLY WPN(CONSPIRACY TO COMMIT),06/23/2000,MARTIN,9701672,15Y 0M 0D
347463,11/14/1997,"CARJACK W/FA,DEADLY WEAPON",06/23/2000,MARTIN,9701672,SENTENCED TO LIFE
347463,11/14/1997,KIDNAP;COMM.OR FAC.FELONY,06/23/2000,MARTIN,9701672,SENTENCED TO LIFE
347463,11/14/1997,ROBB. GUN OR DEADLY WPN,06/23/2000,MARTIN,9701672,SENTENCED TO LIFE
347463,11/14/1997,"GRAND THEFT,300 L/5,000",06/23/2000,MARTIN,9701672,5Y 0M 0D
898522,03/29/1998,1ST DG MUR/PREMED. OR ATT.,11/24/1999,SANTA ROSA,9800321,8Y 8M 8D
898522,05/07/1998,1ST DG MUR/PREMED. OR ATT.,08/15/2000,SANTA ROSA,9800270,DEATH SENTENCE
898522,05/07/1998,1ST DG MUR/PREMED. OR ATT.(CONSPIRACY TO COMMIT),08/15/2000,SANTA ROSA,9800270,18Y 5M 15D
898522,05/07/1998,ABUSE OF HUMAN CORPSE,08/15/2000,SANTA ROSA,9800270,15Y 0M 0D
314648,11/14/1997,1ST DG MUR/PREMED. OR ATT.,07/21/2000,MARTIN,9701672,DEATH SENTENCE
314648,11/14/1997,ROBB. GUN OR DEADLY WPN(CONSPIRACY TO COMMIT),07/21/2000,MARTIN,9701672,15Y 0M 0D
314648,11/14/1997,"CARJACK W/FA,DEADLY WEAPON",07/21/2000,MARTIN,9701672,SENTENCED TO LIFE
314648,11/14/1997,KIDNAP;COMM.OR FAC.FELONY,07/21/2000,MARTIN,9701672,SENTENCED TO LIFE
314648,11/14/1997,ROBB. GUN OR DEADLY WPN,07/21/2000,MARTIN,9701672,SENTENCED TO LIFE
314648,11/14/1997,"GRAND THEFT,300 L/5,000",07/21/2000,MARTIN,9701672,5Y 0M 0D
314648,11/13/1997,"1ST DEG MUR,COM.OF FELONY(ATTEMPTED)",08/04/2000,PALM BEACH,9712536,SENTENCED TO LIFE
314648,11/13/1997,ROBB. GUN OR DEADLY WPN,08/04/2000,PALM BEACH,9712536,SENTENCED TO LIFE
314648,11/13/1997,"BURGLARY,ARMED W/EXP. OR WEAPO",08/04/2000,PALM BEACH,9712536,SENTENCED TO LIFE
314648,11/04/1997,1ST DG MUR/PREMED. OR ATT.(ATTEMPTED),08/04/2000,PALM BEACH,9713271,SENTENCED TO LIFE
314648,11/04/1997,"BURGLARY,ARMED W/EXP. OR WEAPO",08/04/2000,PALM BEACH,9713271,SENTENCED TO LIFE
096344,09/10/1998,1ST DG MUR/PREMED. OR ATT.,11/19/1999,HILLSBOROUGH,9817084,DEATH SENTENCE
096344,09/10/1998,KIDNAP;COMM.OR FAC.FELONY,11/19/1999,HILLSBOROUGH,9817084,SENTENCED TO LIFE
096344,09/11/1998,POSS.MARIJUANA OVR 20 GRAMS,08/30/2000,HILLSBOROUGH,9819915,1Y 0M 1D
123101,05/07/1998,1ST DG MUR/PREMED. OR ATT.(CONSPIRACY TO COMMIT),11/21/2000,SANTA ROSA,9800274,18Y 6M 8D
123101,05/07/1998,1ST DG MUR/PREMED. OR ATT.,11/21/2000,SANTA ROSA,9800274,DEATH SENTENCE
123101,05/07/1998,ABUSE OF HUMAN CORPSE,11/21/2000,SANTA ROSA,9800274,15Y 0M 0D
123101,03/29/1998,1ST DG MUR/PREMED. OR ATT.(ATTEMPTED),06/07/2004,SANTA ROSA,9800322,13Y 5M 0D
123101,03/29/1998,SHOOT/THROW MISSILE-BLDG/VEH.,06/07/2004,SANTA ROSA,9800322,13Y 5M 0D
282008,07/27/1998,1ST DG MUR/PREMED. OR ATT.,12/21/2000,SANTA ROSA,9800510,DEATH SENTENCE
282008,07/27/1998,SEX BAT/ WPN. OR FORCE,12/21/2000,SANTA ROSA,9800510,32Y 6M 15D
218693,03/18/1999,GRAND THEFT FIREARM,01/11/2001,LAKE,9900572,5Y 0M 0D
218693,03/20/1999,ROBB. GUN OR DEADLY WPN,01/11/2001,LAKE,9900572,SENTENCED TO LIFE
218693,03/20/1999,1ST DG MUR/PREMED. OR ATT.(ATTEMPTED),01/11/2001,LAKE,9900572,SENTENCED TO LIFE
218693,03/20/1999,1ST DG MUR/PREMED. OR ATT.,01/11/2001,LAKE,9900572,DEATH SENTENCE
166224,02/27/1998,1ST DG MUR/PREMED. OR ATT.,01/10/2001,PINELLAS,9804083,SENTENCED TO LIFE
166224,06/11/2003,1ST DG MUR/PREMED. OR ATT.,03/31/2006,CHARLOTTE,0301525,DEATH SENTENCE
166224,06/11/2003,1ST DG MUR/PREMED. OR ATT.,03/31/2006,CHARLOTTE,0301525,DEATH SENTENCE
124849,09/11/1998,1ST DG MUR/PREMED. OR ATT.,02/06/2001,OKALOOSA,9801382,SENTENCED TO LIFE
124849,09/11/1998,1ST DG MUR/PREMED. OR ATT.,02/06/2001,OKALOOSA,9801382,DEATH SENTENCE
124849,09/11/1998,1ST DG MUR/PREMED. OR ATT.,02/06/2001,OKALOOSA,9801382,DEATH SENTENCE
124849,09/11/1998,1ST DG MUR/PREMED. OR ATT.,02/06/2001,OKALOOSA,9801382,DEATH SENTENCE
M25274,04/18/1995,BURGLARY ASSAULT ANY PERSON,02/13/1998,MIAMI-DADE,9522981,18Y 10M 0D
M25274,04/18/1995,SEX BAT/ WPN. OR FORCE,02/13/1998,MIAMI-DADE,9522981,18Y 10M 0D
M25274,04/18/1995,ROBB. GUN OR DEADLY WPN,02/13/1998,MIAMI-DADE,9522981,18Y 10M 0D
M25274,04/18/1995,KIDNAP;COMM.OR FAC.FELONY,02/13/1998,MIAMI-DADE,9522981,18Y 10M 0D
M25274,09/15/1994,1ST DG MUR/PREMED. OR ATT.,04/03/2001,MIAMI-DADE,9519816,SENTENCED TO LIFE
M25274,10/06/1994,1ST DG MUR/PREMED. OR ATT.,04/03/2001,MIAMI-DADE,9519816,SENTENCED TO LIFE
M25274,11/18/1994,1ST DG MUR/PREMED. OR ATT.,04/03/2001,MIAMI-DADE,9519816,SENTENCED TO LIFE
M25274,11/23/1994,1ST DG MUR/PREMED. OR ATT.,04/03/2001,MIAMI-DADE,9519816,SENTENCED TO LIFE
M25274,12/15/1994,1ST DG MUR/PREMED. OR ATT.,04/03/2001,MIAMI-DADE,9519816,SENTENCED TO LIFE
M25274,01/10/1995,1ST DG MUR/PREMED. OR ATT.,03/07/2000,MIAMI-DADE,9519816,
105559,06/22/1999,1ST DG MUR/PREMED. OR ATT.,07/20/2001,ALACHUA,9902277,SENTENCED TO LIFE
105559,11/25/1999,BATTERY ON DETENT.FAC.STAFF,07/20/2001,ALACHUA,9904240,5Y 0M 0D
105559,11/25/1999,BATTERY ON DETENT.FAC.STAFF,07/20/2001,ALACHUA,9904240,5Y 0M 0D
105559,07/04/2000,BATT.LEO/FIRFGT/EMS/ETC.,07/20/2001,ALACHUA,0002185,5Y 0M 0D
105559,02/04/1999,1ST DG MUR/PREMED. OR ATT.(ATTEMPTED),05/23/2005,GILCHRIST,0000007,30Y 0M 0D
105559,07/24/2001,1ST DG MUR/PREMED. OR ATT.,06/30/2006,UNION,0200028,DEATH SENTENCE
927442,08/19/1997,1ST DG MUR/PREMED. OR ATT.,03/13/2000,HILLSBOROUGH,9713379,DEATH SENTENCE
927442,08/19/1997,KIDNAP;COMM.OR FAC.FELONY,03/13/2000,HILLSBOROUGH,9713379,SENTENCED TO LIFE
927442,08/19/1997,ROBB. NO GUN/DDLY.WPN,03/13/2000,HILLSBOROUGH,9713379,15Y 0M 0D
927442,08/19/1997,SEX BAT/ WPN. OR FORCE,03/13/2000,HILLSBOROUGH,9713379,SENTENCED TO LIFE
927442,08/19/1997,BURGLARY ASSAULT ANY PERSON,03/13/2000,HILLSBOROUGH,9713379,SENTENCED TO LIFE
927442,02/06/1997,1ST DG MUR/PREMED. OR ATT.,08/22/2001,HILLSBOROUGH,9911338,SENTENCED TO LIFE
R05023,02/09/1999,1ST DG MUR/PREMED. OR ATT.,10/26/2001,PINELLAS,9915522,DEATH SENTENCE
166626,01/29/2002,ROBB. GUN OR DEADLY WPN,03/25/2002,VOLUSIA,0230483,SENTENCED TO LIFE
166626,01/29/2002,AGG BATTERY/W/DEADLY WEAPON,03/25/2002,VOLUSIA,0230483,15Y 0M 0D
166626,03/30/2012,1ST DG MUR/PREMED. OR ATT.,12/18/2017,SANTA ROSA,1700804,DEATH SENTENCE
166626,03/30/2012,"KIDNAP,ASSAULT OR TERRORIZE",12/18/2017,SANTA ROSA,1700804,SENTENCED TO LIFE
125172,12/25/1999,1ST DG MUR/PREMED. OR ATT.,06/14/2002,DUVAL,0001549,DEATH SENTENCE
125172,12/25/1999,SEX BAT/ WPN. OR FORCE,06/14/2002,DUVAL,0001549,SENTENCED TO LIFE
H10118,04/21/2000,"2ND DEG.MURD,DANGEROUS ACT(ATTEMPTED)",03/22/2002,POLK,0002653,30Y 0M 0D
H10118,04/21/2000,AT.FLNY.MURD/NOT 782.04(3),03/22/2002,POLK,0002653,SENTENCED TO LIFE
H10118,04/21/2000,AT.FLNY.MURD/NOT 782.04(3),03/22/2002,POLK,0002653,SENTENCED TO LIFE
H10118,09/29/2001,AGG BATTERY INTENDED HARM,05/17/2002,POLK,0106529,15Y 0M 0D
H10118,06/28/2001,BATTERY BY DETAINEE,11/15/2002,POLK,0106850,30Y 0M 0D
H10118,01/28/2003,BATT.LEO/FIRFGT/EMS/ETC.,07/30/2004,POLK,0301449,10Y 0M 0D
H10118,04/21/2000,1ST DG MUR/PREMED. OR ATT.,10/12/2005,POLK,0002727,DEATH SENTENCE
